picture,location_active,location_sec,active_hand_hs,secondary_hand_hs,tense_lax_active,tense_lax_sec
gitara_frame1,,,95,1,,
gitara_frame2,,,95,1,,
gladit'_frame1,,,30,71,,
gladit'_frame2,,,30,71,,
gladkij_frame2,,,75,75,,
glazet'_frame1,,,34,,,
glazet'_frame2,,,34,,,
glaznye kapli_frame2,,,125,,,
glinistyj_frame1,,,91,91,,
glinistyj_frame2,,,51,,,
globalizacija_frame1,,,87,87,,
globalizacija_frame2,,,92,92,,
glubina_frame2,,,34,,,
glubokij_frame2,,,34,,,
gluboko_frame2,,,34,69,,
gluhoj_frame2,,,34,,,
gluhota_frame1,,,34,,,
gluhota_frame2,,,34,,,
glupyj_frame2,,,34,,,
gnev_frame1,,,155,155,,
gnev_frame2,,,87,,,
gnojnik; naryv_frame1,,,97,,,
gnojnik; naryv_frame2,,,97,,,
godovszina_frame1,,,1,,,
godovszina_frame2,,,1,,,
gol'f_frame2,,,18,14,,
golodat'_frame1,,,21,14,,
golodat'_frame2,,,24,,,
golodnyj_frame1,,,75,75,,
golodnyj_frame2,,,75,75,,
golod_frame2,,,75,75,,
golos_frame1,,,14,,,
golos_frame2,,,18,,,
golova_frame1,,,71,,,
golovokruzhenie_frame1,,,14,,,
golyj_frame1,,,103,,,
golyj_frame2,,,103,,,
gol_frame1,,,14,14,,
gol_frame2,,,14,14,,
gomogennyj_frame1,,,14,14,,
gomogennyj_frame2,,,14,14,,
gomoseksual'nost'_frame1,,,15,15,,
gomoseksualist_frame2,,,15,15,,
Gonkong_frame1,,,133,,,
gora_frame2,,,79,,,
gorchica_frame1,,,34,,,
gorchica_frame2,,,18,,,
gordyj_frame1,,,3,,,
gordyj_frame2,,,3,,,
gorevat'_frame1,,,87,87,,
gorevat'_frame2,,,91,91,,
gore_frame1,,,30,,,
gore_frame2,,,30,,,
gorizontal'naja ploskost'_frame2,,,69,69,,
gorjachij_frame2,,,86,,,
gorka_frame1,,,70,,,
gorka_frame2,,,70,,,
gorlo_frame1,,,144,,,
gorn_frame1,,,136,1,,
gorodskoj_frame1,,,87,,,
gorod_frame1,,,163,71,,0
goroh_frame1,,,14,,,
gorshok_frame1,,,95,95,,
gost'_frame1,,,30,,,
gostinica_frame2,,,15,15,,
gotovit'_frame2,,,51,51,,
gotovo_frame2,,,14,14,,
gotovyj_frame1,,,15,15,,
gotovyj_frame2,,,15,15,,
govno_frame2,,,15,,,
govorit'_frame1,,,14,,,
govorit'_frame2,,,14,,,
grabit'_frame1,,,96,96,,
grabitel'_frame2,,,96,96,,
grabli_frame1,,,95,71,,0
grabli_frame2,,,95,71,,0
graffiti_frame2,,,14,,,
grafika_frame2,,,69,,,
gramotnost'_frame1,,,15,,,
gramotnost'_frame2,,,15,,,
granica_frame1,,,3,69,,
gravirovanie_frame1,,,3,69,,
gravirovanie_frame2,,,3,69,,
gravirovat'_frame1,,,3,69,,
gravirovat'_frame2,,,3,69,,
gravirovka_frame1,,,3,69,,
gravirovka_frame2,,,3,69,,
grazhdanin_frame1,,,110,,,
grazhdanin_frame2,,,110,,,
grechka_frame1,,,52,,,
grechka_frame2,,,60,,,
grecija_frame2,,,12,,,
greh_frame2,,,1,,,
grib_frame1,,,3,69,,
grib_frame2,,,3,69,,
grjaz'_frame1,,,87,71,,
grjaznyj; ispachkannyj_frame1,,,87,87,,
grjaznyj_frame1,,,87,87,,
grjaznyj_frame2,,,87,87,,
grob_frame1,,,141,141,,
groza_frame1,,,24,,,
groza_frame2,,,14,,,
grubyj_frame1,,,15,,,
grud'_frame1,,,86,,,
gruppa_frame1,,,140,140,,
gruppa_frame2,,,140,140,,
grusha_frame1,,,97,71,,0
grusha_frame2,,,137,71,,0
grustnyj_frame2,,,96,96,,
Gruzija_frame1,,,87,87,,
Gruzija_frame2,,,87,87,,
gruzovik_frame1,,,110,110,,
gruzovik_frame2,,,136,136,,
gruz_frame2,,,21,,,
guba_frame1,,,14,,,
gubka_frame2,,,92,92,,
gubnaja pomada_frame1,,,111,111,,
gubnaja pomada_frame2,,,111,111,,
gus'_frame2,,,51,,,
gusenica_frame1,,,14,69,,
gusenica_frame2,,,21,69,,
gvozd'_frame2,,,27,69,,
hidzhab_frame2,,,137,137,,
hihikat'_frame2,,,41,,,
himija_frame2,,,14,14,,
hirurgija_frame1,,,34,34,,
hirurgija_frame2,,,34,34,,
hlam_frame1,,,41,,,
hleb_frame1,,,71,69,,
hleb_frame2,,,71,69,,
hlopan'e_frame1,,,71,71,,
hlopan'e_frame2,,,71,71,,
hlopok_frame1,,,92,92,,
hobbi_frame1,,,,69,,
hodit' peshkom_frame2,,,141,141,,
hodit'_frame1,,,75,75,,
hodit'_frame2,,,75,75,,
hodjachij_frame1,,,38,,,
hodjachij_frame2,,,38,,,
holodno_frame2,,,12,12,,
holostoj_frame2,,,110,,,
homjak_frame1,,,97,,,
homjak_frame2,,,97,,,
horonit'_frame1,,,141,141,,
horonit'_frame2,,,141,141,,
hozhdenie peshkom_frame1,,,75,75,,
hram_frame1,,,34,71,,
Hristos_frame1,,,104,163,,
hromat'_frame1,,,18,18,,
hromat'_frame2,,,18,18,,
hromoj_frame2,,,18,18,,
hudet'_frame1,,,88,88,,
hudoj_frame2,,,144,144,,
huliganizm_frame2,,,30,30,,
huzhe_frame2,,,70,71,,
hvalit'_frame2,,,3,71,,
hvastat'sja_frame1,,,3,,,
hvastat'sja_frame2,,,3,,,
hvojnye_frame2,,,14,14,,
hvostiki_frame1,,,142,142,,
hvostiki_frame2,,,87,87,,
hvost_frame1,,,2,,,
ideal'no_frame1,,,144,144,,
ideal'no_frame2,,,144,144,,
ideal'nyj_frame1,,,153,153,,
ideal'nyj_frame2,,,153,153,,
ideja_frame2,,,14,,,
identifikacija_frame1,,,18,18,,
idet sneg_frame1,,,87,87,0,0
idet sneg_frame2,,,87,87,0,0
idioma_frame2,,,166,87,,0
idiotskij_frame1,,,14,14,,
idiotskij_frame2,,,21,21,,
idiot_frame2,,,18,,,
idti_frame1,,,69,69,,
ierarhija_frame2,,,69,69,,
igla_frame1,,,109,,,
ignorirovanie_frame1,,,71,71,,
ignorirovanie_frame2,,,71,71,,
ignorirovat'_frame1,,,71,71,,
ignorirovat'_frame2,,,71,71,,
igral'naja kost'_frame1,,,7,,,
igral'naja kost'_frame2,,,69,,,
ikota_frame1,,,1,,,
ikota_frame2,,,1,,,
imitacija_frame1,,,68,69,,0
imitacija_frame2,,,68,69,,0
imitirovat'_frame1,,,14,,,
imitirovat'_frame2,,,69,69,,0
imja_frame2,,,14,3,,
improvizacija_frame2,,,18,18,,
impul's_frame1,,,18,,,
impul's_frame2,,,18,,,
inache_frame2,,,14,3,,
Indija_frame1,,,14,,,
Indija_frame2,,,18,,,
individualist_frame1,,,14,,,
induktivnost'_frame1,,,24,24,,
induktivnost'_frame2,,,24,24,,
induktor_frame1,,,14,14,,
induktor_frame2,,,14,14,,
infekcija_frame1,,,14,14,,
infekcija_frame2,,,21,21,,
infljacija_frame1,,,24,24,,
informacija_frame1,,,14,14,,
informacija_frame2,,,21,21,,
informatika_frame2,,,103,104,,
informirovat'_frame1,,,24,24,,
ingaljator_frame1,,,14,,,
ingaljator_frame2,,,21,,,
ingredient_frame1,,,137,137,,
ingredient_frame2,,,137,137,,
iniciirovat'_frame1,,,14,,,
inkljuzija_frame1,,,87,87,,
inkljuzija_frame2,,,87,87,,
inogda_frame2,,,18,18,,
inostrannyj_frame2,,,87,,,
instaljacija_frame1,,,91,91,,
instaljacija_frame2,,,87,87,,
institut_frame1,,,61,61,,
institut_frame2,,,61,61,,
instrukcija_frame1,,,14,,,
instrukcija_frame2,,,75,71,,
instrument_frame1,,,71,71,,
instrument_frame2,,,71,71,,
integracija_frame1,,,87,87,,
integracija_frame2,,,87,87,,
integral_frame1,,,14,,,
integral_frame2,,,14,,,
integrirovat'_frame1,,,87,87,,
integrirovat'_frame2,,,87,87,,
intellektual'nyj_frame2,,,69,,,
intellekt_frame2,,,96,,,
intensivnyj_frame2,,,14,14,,
interesnyj_frame2,,,166,,,
interes_frame2,,,166,,,
internet_frame2,,,103,103,,
interpretacija_frame2,,,137,,,
interv'ju_frame1,,,24,,,
invalidnost'_frame1,,,70,70,,
invalidnost'_frame2,,,70,70,,
invalid_frame1,,,70,70,,
invalid_frame2,,,70,70,,
irlandija_frame1,,,155,,,
irlandija_frame2,,,164,,,
ischezajuszaja linija_frame2,,,111,71,,
ischezat'_frame2,,,137,137,,
ischeznovenie_frame2,,,86,86,,
ischeznut'_frame2,,,24,1,,
ishak_frame1,,,70,70,,
iskat'_frame1,,,59,59,,
iskazhat'_frame1,,,51,51,,
iskazhat'_frame2,,,51,51,,
iskazhenie_frame1,,,97,97,,
iskljuchat'_frame1,,,51,2,,
iskljuchenie_frame1,,,3,14,,
iskljuchitel'nyj_frame1,,,3,3,,
iskrennij_frame1,,,125,125,,
iskupat'_frame1,,,87,71,,
iskupat'_frame2,,,87,71,,
iskusnyj_frame1,,,144,144,,
iskusstvo_frame2,,,144,144,,
islandija_frame2,,,3,,,
ispanija_frame1,,,14,,,
ispanija_frame2,,,21,,,
isparenie_frame1,,,87,87,,
isparenie_frame2,,,87,87,,
isparjat'_frame1,,,95,95,,
isparjat'_frame2,,,78,78,,
ispol'zovat'_frame2,,,152,,,
isporchennyj_frame1,,,87,71,,
isporchennyj_frame2,,,78,71,,
ispoved'_frame2,,,35,35,,
ispovedovat'sja_frame2,,,13,71,,
ispravlennyj_frame1,,,125,38,,
ispravljat'_frame1,,,125,125,,
ispravljat'_frame2,,,125,125,,
ispugannyj_frame1,,,82,82,,
ispugannyj_frame2,,,82,82,,
ispug_frame1,,,97,,,
ispug_frame2,,,97,,,
ispytanie_frame2,,,3,,,
ispytyvat' bol'_frame1,,,3,,,
ispytyvat' bol'_frame2,,,3,,,
issledovanie_frame1,,,59,59,,
issledovanie_frame2,,,59,59,,
issledovat'_frame1,,,59,59,,
issledovat'_frame2,,,59,59,,
istekat'_frame1,,,91,91,,
istekat'_frame2,,,92,92,,
istinnyj_frame2,,,144,144,,
istochnik_frame2,,,14,,,
istorija_frame2,,,166,,,
istoszat'_frame1,,,137,137,,
istoszat'_frame2,,,3,3,,
istoszennyj_frame1,,,140,140,,
istoszennyj_frame2,,,140,140,,
itog_frame1,,,75,71,,
itog_frame2,,,75,71,,
iz#jan_frame1,,,97,71,,
iz#jan_frame2,,,97,71,,
izbavit'sja_frame1,,,1,1,,
izbavit'sja_frame2,,,1,1,,
izbavlenie_frame2,,,1,1,,
izbavljat'sja_frame1,,,2,2,,
izbavljat'sja_frame2,,,2,2,,
izbegat'_frame2,,,88,88,,
izbytok_frame1,,,16,,,
izbytok_frame2,,,16,,,
izdavat'_frame2,,,12,71,,0
izdevat'sja_frame1,,,134,134,,
izdevatel'stvo_frame1,,,144,144,,
izdevatel'stvo_frame2,,,144,144,,
izgib_frame1,,,69,,,
izgib_frame2,,,69,,,
izgorod'_frame1,,,70,70,,
izgorod'_frame2,,,70,70,,
izmenenie_frame2,,,14,14,,
izmenjat'_frame2,,,14,14,,
izmeritel'nyj pribor_frame1,,,14,1,,
izmerjat'_frame1,,,144,144,,
izmerjat'_frame2,,,144,144,,
izmozhdennyj_frame1,,,18,,,
izmozhdennyj_frame2,,,18,,,
iznasilovanie_frame1,,,1,1,,
iznasilovanie_frame2,,,1,1,,
izobilie_frame2,,,3,,,
izobretat'_frame1,,,14,14,,
izobretat'_frame2,,,14,14,,
izoljacija_frame1,,,69,69,,
izoljacija_frame2,,,73,73,,
Izrail'_frame2,,,13,,,
izuchenie_frame2,,,87,87,,
izumlenie_frame1,,,87,,,
izumlenie_frame2,,,87,,,
izvestnyj_frame2,,,71,,,
izvinjat'sja_frame1,,,103,71,,
izvinjat'sja_frame2,,,104,71,,
izvivanie_frame1,,,59,1,,
izvivanie_frame2,,,59,18,,
izvlekat' pol'zu_frame1,,,144,,,
izvlekat' pol'zu_frame2,,,144,,,
izvlekat'_frame1,,,2,71,,
izvlekat'_frame2,,,2,71,,
izvraszat'_frame1,,,71,71,,0
izvraszat'_frame2,,,71,71,,0
izvraszennyj_frame2,,,163,,,
izzhoga_frame1,,,163,,,
izzhoga_frame2,,,163,,,
jabloko_frame2,,,95,,,
jadernyj_frame1,,,144,144,,
jad_frame2,,,49,,,
jaichnica_frame1,,,97,97,,
jaichnica_frame2,,,92,92,,
jajco_frame2,,,21,,,
japonija_frame1,,,133,,,
japonija_frame2,,,92,,,
jarmarka_frame1,,,69,69,,
jarost'_frame2,,,111,,,
jasli_frame2,,,72,,,
jaszik_frame1,,,73,73,,
jaszik_frame2,,,73,73,,
jazyk_frame1,,,13,,,
ja_frame2,,,18,,,
jubka_frame2,,,75,75,,
jug_frame1,,,87,,0,
jug_frame2,,,71,,0,
juvelir_frame1,,,3,71,,
juvelir_frame2,,,3,71,,
k schast'ju_frame1,,,52,52,,
k schast'ju_frame2,,,52,52,,
kaban_frame1,,,68,,,
kabriolet_frame1,,,76,76,,0
kachat'sja_frame1,,,69,69,,
kafeterij_frame2,,,3,3,,
kafe_frame1,,,3,3,,
kafe_frame2,,,3,3,,
kajma_frame2,,,113,113,,
kakoj_frame1,,,71,,,
kak_frame2,,,34,,,
kal'ka_frame1,,,152,144,,
kal'ka_frame2,,,152,144,,
kal'kuljator_frame1,,,103,71,,
kal'kuljator_frame2,,,76,71,,
kalendar'_frame1,,,140,71,,
kalendar'_frame2,,,137,71,,
kalibracija_frame1,,,168,168,,
kalibracija_frame2,,,169,169,,
kal_frame1,,,3,1,,
kal_frame2,,,3,1,,
kampanija_frame2,,,140,140,,
kan'on_frame1,,,76,76,,
kan'on_frame2,,,76,76,,
kanal_frame1,,,71,71,,
kanal_frame2,,,71,71,,
kanava_frame1,,,69,69,,
kanava_frame2,,,69,69,,
kandaly_frame1,,,147,,,
kandaly_frame2,,,147,,,
kanikuly otpusk_frame1,,,1,1,,
kanikuly_frame1,,,87,87,,
kannabis_frame1,,,23,,,
kapat'_frame1,,,107,,,
kapel'nica_frame1,,,18,69,,
kapel'nica_frame2,,,18,69,,
kapel'_frame2,,,111,,,
kapitulirovat'_frame1,,,69,69,,
kapituljacija_frame2,,,69,69,,
kapli_frame1,,,18,,,
kapli_frame2,,,115,,,
kapriz_frame2,,,103,103,,
kapsula_frame1,,,111,109,,
kapsula_frame2,,,111,109,,
kapusta_frame1,,,71,71,,
kapusta_frame2,,,71,71,,
kar'era_frame1,,,75,75,,
karabin_frame1,,,14,109,,
karabin_frame2,,,14,109,,
karandash_frame1,,,13,13,,
karbjurator_frame2,,,14,1,,
karcer_frame1,,,51,51,,
kardannyj val_frame2,,,14,14,,
karlik_frame1,,,69,3,0,
karman_frame2,,,72,,,
karta_frame2,,,14,14,,
kartinka_frame2,,,14,14,,
kartofel'_frame2,,,21,1,,
karty_frame1,,,147,147,,
karty_frame2,,,103,96,,
kasanie_frame1,,,70,71,,
kasat'sja_frame1,,,75,,,
kasat'sja_frame2,,,75,,,
kasatel'naja linija_frame2,,,75,75,,
kasha_frame2,,,52,,,
kashljat'_frame2,,,1,,,
kassa_frame1,,,103,103,,
kassa_frame2,,,104,104,,
kastrjulja_frame2,,,24,24,,
katalizator_frame1,,,14,111,,
katalog_frame2,,,103,69,,
katehizis_frame1,,,69,87,,0
Katolik_frame2,,,78,,,
kavychki_frame1,,,51,51,,
kazat'sja_frame2,,,69,69,0,
kazhdodnevnyj_frame1,,,1,,,
kazhuszijsja_frame1,,,71,71,,
kazhuszijsja_frame2,,,71,71,,
kazino_frame2,,,61,69,,0
kazn'_frame2,,,71,70,,
kefir_frame2,,,21,,,
kenguru_frame1,,,74,74,,
kepka_frame2,,,137,,,
kesarevo sechenie_frame2,,,73,,,
kino_frame2,,,158,,,
kipa_frame2,,,95,,,
kirpich_frame1,,,68,68,,
kirpich_frame2,,,68,68,,
kislota_frame1,,,21,,,
kislota_frame2,,,21,,,
kislyj_frame1,,,14,,,
kist'_frame1,,,51,71,,
kist'_frame2,,,51,71,,
Kitaj_frame1,,,111,,,
kivat'_frame1,,,14,,,
kladbisze_frame1,,,141,141,,
kladbisze_frame2,,,141,141,,
kladovka_frame1,,,71,71,,
kladovka_frame2,,,71,71,,
klanjat'sja_frame2,,,1,,,
klarnet_frame1,,,137,137,,
klarnet_frame2,,,163,147,,
klassicheskij_frame2,,,110,,,
klassnyj_frame1,,,144,,,
klass_frame1,,,110,71,,
klass_frame2,,,110,71,,
klast'_frame1,,,137,,,
klast'_frame2,,,137,,,
klaster_frame1,,,136,136,,
klaster_frame2,,,136,136,,
klaustrofobnyj_frame2,,,75,75,,
klesz_frame1,,,24,,,
kletka_frame2,,,86,86,,
klevat'_frame1,,,21,71,,
kleveta_frame2,,,70,69,,
klimat_frame1,,,69,69,,
klimat_frame2,,,69,69,,
klinicheskij_frame2,,,14,,,
klinok_frame2,,,3,125,,
klinovoj remen'_frame2,,,14,14,,
kljanchit'_frame2,,,76,69,,
kljatva_frame2,,,34,,,
kljuch_frame2,,,24,,,
kljuv_frame2,,,114,,,
klochok_frame1,,,110,,,
klochok_frame2,,,109,,,
klonirovanie_frame2,,,14,69,,
kloun_frame1,,,97,,,
klubnika_frame1,,,111,,,
klubnika_frame2,,,111,,,
klub_frame1,,,51,51,,
klub_frame2,,,51,51,,
kniga_frame1,,,71,71,,
kniga_frame2,,,71,71,,
knopka_frame1,,,3,71,,0
knopka_frame2,,,3,71,,0
kodirovat'_frame1,,,3,,,
kodirovat'_frame2,,,3,,,
koehfficient_frame2,,,34,,,
kofe-brejk_frame1,,,152,71,,
kofe-brejk_frame2,,,152,71,,
kofe_frame1,,,1,1,,
kogot'_frame2,,,80,80,,
kokain_frame1,,,29,,,
kol'chatyj cherv'_frame1,,,14,,,
kol'co_frame1,,,111,111,,
kol'co_frame2,,,111,111,,
kolbasa_frame1,,,100,100,,
kolbasa_frame2,,,97,97,,
koleno_frame1,,,71,,,
koleso_frame1,,,165,,,
koleso_frame2,,,165,,,
kolichestvo_frame1,,,95,95,,
kolichestvo_frame2,,,95,95,,
kolledzh_frame1,,,107,107,,
kolledzh_frame2,,,50,50,,
kollekcija_frame1,,,78,71,,
kollekcija_frame2,,,78,71,,
kolokol zvonok_frame1,,,24,,,
kolokol zvonok_frame2,,,24,,,
komandirovka_frame1,,,1,1,,
komandirovka_frame2,,,1,1,,
kombajn_frame1,,,70,70,,
kombajn_frame2,,,70,70,,
kombinacija_frame1,,,18,,,
kombinacija_frame2,,,18,,,
kombinezon_frame1,,,91,91,,
kombinezon_frame2,,,91,91,,
kometa_frame1,,,144,,,
kometa_frame2,,,144,,,
komfort_frame2,,,96,,,
komichnyj_frame2,,,59,,,
kommercheskij_frame2,,,144,,,
kommercija_frame2,,,137,137,,
kommunisticheskij_frame1,,,103,,,
kommunisticheskij_frame2,,,75,,,
komnata_frame2,,,109,69,,
komp'juter_frame1,,,103,104,,
komp'juter_frame2,,,104,103,,
kompaktnost'_frame1,,,87,87,,
kompaktnost'_frame2,,,87,87,,
kompaktnyj_frame1,,,71,71,,
kompaktnyj_frame2,,,75,75,,
kompanija_frame1,,,14,14,,
kompanija_frame2,,,114,114,,
kompas_frame1,,,14,69,,
kompensacija_frame1,,,50,50,,
kompensacija_frame2,,,50,50,,
kompetencija_frame1,,,76,71,,
kompetencija_frame2,,,76,71,,
kompleksnyj_frame1,,,91,91,,
kompleksnyj_frame2,,,92,92,,
kompleks_frame1,,,92,92,,
kompleks_frame2,,,137,137,,
kompliment_frame1,,,3,71,,
kompliment_frame2,,,3,71,,
kompot_frame2,,,38,,,
kompozicija_frame1,,,14,14,,
kompozicija_frame2,,,14,14,,
kompromiss_frame1,,,13,13,,
kompromiss_frame2,,,13,13,,
kon'jak _frame1,,,59,,,
konchiki pal'cev_frame2,,,18,75,,
kondicionirovanie_frame1,,,158,13,,
kondicionirovanie_frame2,,,158,13,,
konechno_frame1,,,87,87,,
konechno_frame2,,,87,87,0,0
konechnyj_frame2,,,13,13,,
konec_frame2,,,34,34,,
konferencija_frame1,,,24,24,,
konferencija_frame2,,,24,24,,
konfessija_frame1,,,140,140,,
konfessija_frame2,,,114,114,,
konfeta_frame2,,,24,,,
konfidencial'nost'_frame1,,,3,,,
konfidencial'nost'_frame2,,,3,,,
konfiguracija_frame2,,,3,3,,
konfiskacija_frame1,,,87,87,,
konfiskacija_frame2,,,79,79,,
konfiskat_frame1,,,96,96,,
konfiskat_frame2,,,96,96,,
konflikt_frame1,,,1,1,,
konflikt_frame2,,,1,1,,
konfrontacija_frame2,,,14,14,,
konicheskij_frame1,,,71,71,,
konicheskij_frame2,,,69,69,,
konkretnyj_frame1,,,18,18,,
konkretnyj_frame2,,,18,18,,
konoplja_frame1,,,52,71,,
konoplja_frame2,,,52,71,,
konservatorija_frame2,,,91,91,,
konserv_frame1,,,110,110,,
konserv_frame2,,,113,113,,
konspekt_frame1,,,75,71,,
konspekt_frame2,,,75,71,,
konstitucija_frame1,,,95,95,,
konstitucija_frame2,,,95,95,,
konsul'tirovanie_frame1,,,79,79,,
konsul'tirovanie_frame2,,,79,79,,
konsul'trovanie_frame1,,,14,14,,
konsul'trovanie_frame2,,,14,14,,
kontaktirovat'_frame1,,,13,13,,
kontaktirovat'_frame2,,,13,13,,
kontaktnye linzy_frame1,,,103,,,
kontaktnye linzy_frame2,,,103,,,
kontakt_frame1,,,103,103,,
kontakt_frame2,,,103,103,,
kontejner_frame2,,,71,71,,
kontraceptivnyj_frame1,,,12,12,,
kontraceptivnyj_frame2,,,12,12,,
kontrast_frame1,,,13,13,,
kontrast_frame2,,,13,13,,
kontrolirovat'_frame1,,,33,33,,
konturnaja linija_frame1,,,152,,,
konturnaja linija_frame2,,,152,,,
kontur_frame1,,,144,69,,
kontur_frame2,,,144,69,,
konus_frame2,,,137,69,,
konvertirovat'_frame1,,,34,34,,
konvertirovat'_frame2,,,34,34,,
koordinacija_frame1,,,18,18,,
koordinacija_frame2,,,18,18,,
kopat'_frame1,,,71,,,
kopat'_frame2,,,71,,,
kopchennyj_frame2,,,92,69,,
kopija_frame1,,,15,71,,
kopija_frame2,,,107,71,,
kopirovat'_frame1,,,16,71,,
kopir_frame1,,,111,72,,
kopir_frame2,,,69,69,,
Koreja_frame2,,,55,,,
koren'_frame1,,,18,,,
koren'_frame2,,,18,,,
korichnevyj_frame1,,,1,1,,
korichnevyj_frame2,,,1,1,,
koridor_frame1,,,69,69,,
kormit'_frame1,,,24,69,,
kormlenie_frame1,,,24,69,,
kormlenie_frame2,,,24,69,,
kornevisze_frame2,,,92,30,,
korobka peredach_frame2,,,7,,,
korobka_frame1,,,71,71,,
korobka_frame2,,,71,71,,
korona_frame2,,,76,,,
korotkij_frame1,,,14,14,,
korova_frame1,,,30,30,,
korrelirovannyj_frame2,,,18,18,,
kosa_frame1,,,2,,,
kosa_frame2,,,110,,,
koshka_frame1,,,144,,,
koshmar_frame1,,,109,,,
koshmar_frame2,,,109,,,
kost'_frame1,,,2,2,,
kost'_frame2,,,2,2,,
koster_frame2,,,92,92,,
kostjumy_frame1,,,68,,,
kostjumy_frame2,,,68,,,
kostjum_frame1,,,16,,,
kostjum_frame2,,,16,,,
kostyl'_frame2,,,68,,,
kosulja_frame1,,,95,95,,
kosulja_frame2,,,144,,,
kosynka_frame1,,,24,24,,
kosynka_frame2,,,24,24,,
kotleta_frame1,,,76,76,,
kotleta_frame2,,,76,76,,
kottedzh_frame1,,,71,71,,
kottedzh_frame2,,,71,71,,
koza_frame1,,,164,,,
koza_frame2,,,34,,,
kozel_frame1,,,51,,,
kozel_frame2,,,51,,,
kozha_frame1,,,144,,,
krajnij srok_frame1,,,71,71,,
krajnij srok_frame2,,,71,71,,
krajnjaja plot'_frame1,,,73,18,,
krajnjaja plot'_frame2,,,73,18,,
kraj_frame1,,,75,69,,
kraj_frame2,,,75,69,,
kran_frame2,,,41,,,
krasit'_frame1,,,71,,,
krasit'_frame2,,,71,,,
krasivyj_frame2,,,110,,,
kraska_frame1,,,75,71,,
kraska_frame2,,,75,71,,
krasnyj_frame1,,,14,,,
krasnyj_frame2,,,14,,,
krasota_frame1,,,71,,,
krasota_frame2,,,137,,,
krast'_frame1,,,136,,,
krast'_frame2,,,2,,,
kratkij_frame2,,,13,13,,
kratko_frame2,,,97,97,,
krazha_frame1,,,97,69,,
krazha_frame2,,,2,69,,
kredit_frame1,,,71,72,,
kredit_frame2,,,71,72,,
krepost'_frame1,,,74,74,,
krepost'_frame2,,,74,74,,
kreslo-kachalka_frame1,,,162,,,
kreslo-kachalka_frame2,,,162,,,
kreslo-koljaska_frame1,,,14,14,,
krestit'_frame2,,,33,33,,
krest_frame1,,,14,14,,
krest_frame2,,,14,14,,
kreszenie_frame1,,,144,144,,
kreszenie_frame2,,,144,144,,
krichat'_frame1,,,110,110,,
krichat'_frame2,,,110,110,,
krik_frame1,,,110,110,,
kriticheskaja velichina_frame1,,,69,71,,
kriticheskaja velichina_frame2,,,69,71,,
kritika_frame1,,,137,137,,
kritikovat'_frame1,,,137,137,,
krizis_frame1,,,14,14,,
krizis_frame2,,,14,14,,
krjuk_frame1,,,25,,,
krjuk_frame2,,,25,,,
krohotnyj_frame1,,,14,14,,
krohotnyj_frame2,,,14,14,,
krokodil_frame1,,,69,69,,
krokodil_frame2,,,69,69,,
krokusy_frame1,,,133,,,
krokusy_frame2,,,60,,,
krolik_frame1,,,34,34,,
krolik_frame2,,,41,41,,
kroncirkul'_frame1,,,33,69,,
kroncirkul'_frame2,,,33,69,,
krossovki_frame1,,,72,72,,
krotost'_frame2,,,3,3,,
krov'_frame1,,,14,,,
krov'_frame2,,,144,,,
krovat'_frame1,,,167,167,,
krovat'_frame2,,,167,167,,
kruassan_frame1,,,16,16,,
kruglyj_frame1,,,14,,,
kruglyj_frame2,,,14,,,
krugovoe dvizhenie_frame1,,,14,14,,
krug_frame1,,,14,,,
krug_frame2,,,14,,,
krutoj_frame1,,,75,69,,
krutoj_frame2,,,75,69,,
kruzhit'_frame1,,,14,,,
kruzhit'_frame2,,,14,,,
krylo_frame1,,,71,71,0,0
krylo_frame2,,,71,71,0,0
krysa_frame2,,,21,,,
kryshka kontejnera_frame1,,,97,135,,
kryshka kontejnera_frame2,,,97,135,,
kubiki_frame1,,,136,136,,
kubiki_frame2,,,136,136,,
kub_frame2,,,140,140,,
kudrjavye volosy_frame1,,,59,59,,
kudrjavyj_frame1,,,59,59,,
kuhnja_frame1,,,34,34,,
kukla_frame1,,,68,69,,
kukla_frame2,,,68,69,,
kukolka_frame1,,,125,137,,
kukuruza_frame2,,,13,,,
kul'tura_frame2,,,69,69,,
kulek_frame1,,,97,69,,0
kulek_frame2,,,97,69,,0
kulinarija_frame1,,,34,34,,
kupol_frame1,,,137,137,,
kupol_frame2,,,137,137,,
Kurenie sigaret_frame1,,,30,,,
Kurenie sigaret_frame2,,,30,,,
kurica_frame1,,,107,69,,
kurirovat'_frame1,,,38,38,,
kurirovat'_frame2,,,38,38,,
kurit'_frame1,,,30,,,
kurort_frame1,,,2,2,,
kursor_frame1,,,13,,,
kursor_frame2,,,13,,,
kusachki_frame1,,,137,13,,
kusachki_frame2,,,133,13,,
kusat'_frame1,,,136,,,
kusat'_frame2,,,133,,,
kushak_frame2,,,82,82,,
kuvshin_frame1,,,71,71,,
kuvshin_frame2,,,71,71,,
kvadratnyj koren'_frame1,,,18,,,
kvadratnyj koren'_frame2,,,18,,,
kvadrat_frame1,,,13,13,,
kvadrat_frame2,,,13,13,,
kvalificirovat'_frame1,,,103,,,
kverh nogami_frame1,,,51,69,,
kverh nogami_frame2,,,51,69,,
kvota_frame1,,,71,71,,
kvota_frame2,,,71,71,,
labirint_frame1,,,71,,,
labirint_frame2,,,71,,,
lager'_frame2,,,51,51,,
