picture,location_active,location_sec,active_hand_hs,secondary_hand_hs,tense_lax_active,tense_lax_sec
ohotit'sja_frame2,,,14,,,
ohotno_frame2,,,51,,,
ohranjat'_frame1,,,1,1,,
ohranjat'_frame2,,,1,1,,
okazyvat' podderzhku_frame1,,,12,12,,
okazyvat' soprotivlenie_frame1,,,1,1,,
okazyvat' soprotivlenie_frame2,,,1,1,,
okean_frame1,,,96,96,,
okean_frame2,,,87,87,,
okkupirovat'_frame1,,,1,1,,
okkupirovat'_frame2,,,2,2,,
okno_frame1,,,68,,,
okol'covyvat'_frame1,,,13,13,,
okonchanie_frame1,,,34,34,,
okonchanie_frame2,,,34,34,,
okruzhajuszaja sreda_frame1,,,13,,,
okruzhajuszaja sreda_frame2,,,13,13,,
okruzhat'_frame1,,,3,3,,
okruzhat'_frame2,,,3,3,,
olen'_frame1,,,87,87,,
olen'_frame2,,,96,96,,
opasnyj_frame1,,,1,1,,
opekat'_frame1,,,87,,,
opekat'_frame2,,,71,,,
opeka_frame1,,,96,96,,
opeka_frame2,,,96,96,,
operacija_frame1,,,34,87,,
operacija_frame2,,,34,87,,
opisyvat'_frame1,,,160,160,,
opisyvat'_frame2,,,160,160,,
opjat'_frame1,,,21,69,,
opjat'_frame2,,,110,69,,
oplata_frame1,,,92,69,,
oplata_frame2,,,137,69,,
oprashivat'_frame2,,,71,71,,
opravdyvat'_frame1,,,103,103,,
opravdyvat'_frame2,,,103,103,,
opredelenie_frame1,,,111,111,,
opredelenno_frame1,,,18,18,,
opredelennyj_frame2,,,18,18,,
opredeljat'_frame1,,,155,155,,
opredeljat'_frame2,,,95,95,,
oprokidyvat'_frame1,,,13,,,
opticheskij_frame1,,,2,2,,
opticheskij_frame2,,,2,2,,
opustit'_frame1,,,71,,,
opustit'_frame2,,,71,,,
opyt_frame1,,,152,,,
opyt_frame2,,,152,,,
oralizm_frame1,,,59,,,
oralizm_frame2,,,59,,,
oranzhevyj_frame2,,,144,,,
orbita_frame2,,,144,144,,
organizacija_frame1,,,14,14,,
organizovat'_frame1,,,14,14,,
organizovat'_frame2,,,14,14,,
organizovyvat'_frame1,,,14,14,,
organizovyvat'_frame2,,,14,14,,
orientacija_frame1,,,71,71,,
orientacija_frame2,,,71,71,,
orientirovat'sja_frame1,,,13,69,,0
orientirovat'sja_frame2,,,13,13,,0
original'nost'_frame1,,,14,14,,
os' vraszenija_frame1,,,14,14,,
os' vraszenija_frame2,,,14,14,,
osadki_frame2,,,69,69,0,0
osanna_frame2,,,7,7,,
osen'_frame2,,,144,,,
osharashennyj_frame2,,,86,86,,
oshibka_frame1,,,164,,,
oshibka_frame2,,,164,,,
oskorbljat'_frame1,,,14,14,,
oskorbljat'_frame2,,,21,21,,
oskvernjat'_frame2,,,87,87,,
osnaszenie_frame1,,,137,137,,
osnova_frame2,,,1,69,,
osnovnoj_frame2,,,3,69,,
osnovyvat'_frame1,,,14,69,,
osnovyvat'_frame2,,,14,69,,
osobenno_frame1,,,3,3,,
osobenno_frame2,,,3,3,,
osobennyj_frame1,,,14,,,
osobennyj_frame2,,,14,14,,
osparivat'_frame1,,,21,21,,
osparivat'_frame2,,,21,21,,
ostajuszijsja_frame1,,,87,87,0,0
ostajuszijsja_frame2,,,87,87,0,0
ostanavlivat'sja_frame2,,,7,1,,
ostatok_frame1,,,71,71,,
ostorozhnost'_frame2,,,115,115,,
ostorozhnyj_frame1,,,1,1,,
ostrov_frame2,,,144,,,
ostryj _frame1,,,3,69,,0
ostryj _frame2,,,3,69,,0
osuzhdat'_frame2,,,100,38,,
osuzhdenie_frame1,,,87,,,
osuzhdenie_frame2,,,87,,,
osveszenie_frame1,,,2,,,
osveszenie_frame2,,,92,,,
osvetit'_frame1,,,1,1,,
osvetit'_frame2,,,1,1,,
osvezhit'_frame1,,,71,71,,0
osvezhit'_frame2,,,79,71,,0
osvezhitel' dyhanija_frame1,,,1,,,
osvjaszat'_frame2,,,111,111,,
osvjaszenie_frame1,,,2,2,,
osvjaszenie_frame2,,,15,15,,
osvobozhdat'_frame2,,,144,144,,
osyol_frame1,,,70,70,,
ot#ezd_frame1,,,15,15,,
ot#ezd_frame2,,,111,111,,
otbirat'_frame1,,,87,,0,
otbirat'_frame2,,,100,,,
otchajat'sja_frame1,,,87,,,
otchajat'sja_frame2,,,87,,,
otchetlivyj_frame1,,,14,71,,
otchet_frame1,,,87,,,
otchet_frame2,,,87,,,
otchityvat'sja_frame1,,,15,,,
otchityvat'sja_frame2,,,87,,,
otcovstvo_frame1,,,74,,,
otcovstvo_frame2,,,69,,,
otdalennyj_frame1,,,125,,,
otdalennyj_frame2,,,29,,,
otdel'nyj_frame2,,,71,71,,
otdyh_frame1,,,2,2,,
otdyh_frame2,,,2,2,,
otec_frame2,,,69,,,
othod ot_frame1,,,70,,,
othod ot_frame2,,,70,,,
otkazyvat'sja_frame1,,,75,71,,
otkladyvat'_frame1,,,14,14,,
otkladyvat'_frame2,,,25,25,,
otklonenie_frame2,,,69,69,,
otkrovenie_frame1,,,24,24,,
otkrovenie_frame2,,,125,125,,
otkrytka-priglashenie_frame1,,,110,110,,
otkrytka_frame1,,,13,13,,
otkryto priznavat'sja_frame1,,,24,24,,
otkryto priznavat'sja_frame2,,,24,24,,
otkrytyj_frame1,,,75,75,,
otkrytyj_frame2,,,71,71,,
otkryvalka_frame1,,,59,80,,
otkryvalka_frame2,,,59,80,,
otkuporivat'_frame1,,,2,2,,
otkuporivat'_frame2,,,2,2,,
otkusyvanie_frame1,,,133,115,,
otkusyvanie_frame2,,,97,115,,
otlichat'sja_frame2,,,14,14,,
otlichnyj_frame1,,,144,,,
otlichnyj_frame2,,,144,,,
otlozhennyj_frame1,,,71,71,,
otlozhennyj_frame2,,,71,71,,
otlozhit'_frame1,,,69,69,,
otlozhit'_frame2,,,69,69,,
otmechat'_frame2,,,71,71,,
otmenit'_frame1,,,71,71,,
otmenit'_frame2,,,71,71,,
otmetka_frame1,,,1,,,
otmetka_frame2,,,1,,,
otnoshenie_frame2,,,71,71,0,0
otnosit'sja_frame1,,,91,91,,
otnosit'sja_frame2,,,91,91,,
otprysk_frame2,,,52,,,
otpusk_frame2,,,75,69,,
otrekat'sja_frame2,,,75,69,,
otremontirovat'_frame1,,,144,146,,
otrezok ehlement_frame1,,,110,,,
otricanie_frame1,,,103,103,,
otricanie_frame2,,,103,103,,
otricatel'nyj_frame1,,,14,,,
otricatel'nyj_frame2,,,14,,,
otrostok_frame2,,,14,71,,0
otskakivat'_frame1,,,97,71,,
otskakivat'_frame2,,,97,71,,
otslezhivat'_frame1,,,33,33,,
otsutstvie_frame1,,,71,69,,
ottenok_frame1,,,73,73,,
ottenok_frame2,,,73,73,,
otvazhit'sja_frame1,,,1,1,,
otvazhit'sja_frame2,,,1,1,,
otvechat'_frame1,,,144,,,
otvechat'_frame2,,,144,,,
otvergat'_frame2,,,69,71,,
otvertka_frame2,,,34,71,,
otvetstvennost'_frame1,,,144,71,,
otvetstvennost'_frame2,,,144,71,,
otvetstvennyj_frame1,,,144,144,,
otvetstvennyj_frame2,,,144,144,,
otvet_frame1,,,144,,,
otvet_frame2,,,144,,,
otvinchivat'_frame1,,,34,71,,
otvlekat'_frame1,,,14,14,,
otvlekat'_frame2,,,25,25,,
otvorachivat'_frame1,,,14,14,,
otvorachivat'_frame2,,,14,14,,
otvratitel'nyj_frame1,,,103,103,,
otvratitel'nyj_frame2,,,103,103,,
otyskivat'_frame1,,,59,59,,
otyskivat'_frame2,,,59,59,,
otzyvchivyj_frame1,,,71,71,,
otzyvchivyj_frame2,,,71,71,,
oval'nyj_frame2,,,14,,,
ovca_frame1,,,14,14,,
ovca_frame2,,,14,14,,
ovdovevshij_frame2,,,75,,,
ozero_frame1,,,144,,,
ozhidanie_frame1,,,87,,,
ozhidanie_frame2,,,87,,,
ozhidat'_frame1,,,87,,,
ozhidat'_frame2,,,87,,,
p'janstvo_frame1,,,,,,
p'janstvo_frame2,,,,,,
p'janyj_frame1,,,,,,
p'janyj_frame2,,,,,,
padat'_frame1,,,41,71,,
padat'_frame2,,,41,71,,
pahnut'_frame2,,,69,,,
pajal'nik_frame1,,,3,71,,
pajal'nik_frame2,,,3,71,,
paket_frame2,,,157,157,,
pal'to_frame1,,,74,74,,
palatka_frame2,,,71,71,,
palec_frame2,,,14,,,
Palestina_frame1,,,14,,,
Palestina_frame2,,,14,,,
palka_frame1,,,144,144,,
palka_frame2,,,144,144,,
pamjat'_frame1,,,1,,,
pancir'; rakovina_frame2,,,113,73,,
pank_frame2,,,87,,,
papa_frame2,,,69,,,
papka_frame2,,,87,87,,
papochka_frame1,,,69,,0,
papochka_frame2,,,69,,0,
paporotnik_frame1,,,86,86,,
paporotnik_frame2,,,86,86,,
paradoks_frame1,,,14,14,,
paradoks_frame2,,,14,14,,
parad_frame1,,,75,75,,
parad_frame2,,,75,75,,
paralich_frame1,,,3,,,
paralich_frame2,,,3,,,
paralizovannyj_frame1,,,78,,,
paralizovannyj_frame2,,,1,,,
paralizovat'_frame2,,,3,,,
parallel'nyj_frame2,,,51,,,
parashjut_frame2,,,87,3,,
parazit_frame1,,,2,69,,
parazit_frame2,,,2,69,,
para_frame1,,,51,,,
para_frame2,,,51,,,
Parizh_frame1,,,13,13,,
Parizh_frame2,,,13,13,,
park_frame1,,,87,87,0,0
park_frame2,,,87,87,0,0
parnaja igra_frame1,,,14,14,,
parnaja igra_frame2,,,14,14,,
parohod_frame1,,,71,71,,
parohod_frame2,,,71,71,,
parom_frame1,,,71,71,,
pashtet_frame1,,,71,71,,
pashtet_frame2,,,71,71,,
passazhirskij lift_frame1,,,59,59,,
passazhirskij lift_frame2,,,59,59,,
pasti_frame1,,,24,69,,
pasti_frame2,,,24,69,,
pauk_frame1,,,100,100,,
pauk_frame2,,,100,100,,
pazzl_frame1,,,141,141,,
pazzl_frame2,,,141,141,,
pchela_frame1,,,115,69,,0
pech'_frame2,,,71,69,,
pechal'_frame1,,,100,100,,
pechal'_frame2,,,100,100,,
pechat'_frame2,,,1,71,,
pechatat'_frame1,,,1,71,,
pechen'_frame1,,,103,,,
pedal'_frame1,,,69,69,,
pedal'_frame2,,,69,69,,
penie_frame2,,,87,87,,
penis_frame1,,,13,,,
pensija_frame1,,,13,69,,
pensija_frame2,,,13,69,,
perchatka_frame1,,,14,87,,
perchatka_frame2,,,14,87,,
pereborszit'_frame1,,,72,,,
pereborszit'_frame2,,,72,,,
pered_frame1,,,71,71,,
pered_frame2,,,71,71,,
pereezd_frame1,,,21,21,,
pereezd_frame2,,,21,21,,
peregovory_frame1,,,14,14,,
peregovory_frame2,,,14,14,,
peregruzit'_frame1,,,51,14,,
peregruzit'_frame2,,,51,14,,
perehlestyvat'_frame1,,,14,14,,
perehlestyvat'_frame2,,,14,14,,
perehod_frame1,,,41,41,,
perehod_frame2,,,41,41,,
perekljuchat'sja_frame1,,,14,51,,
perekljuchat'sja_frame2,,,14,51,,
perekrestok_frame2,,,14,14,,
perelom_frame1,,,1,1,,
perelom_frame2,,,1,1,,
peremeshat'_frame1,,,69,69,,
peremeshat'_frame2,,,69,69,,
peremeshivat'_frame1,,,87,87,,
peremeshivat'_frame2,,,87,87,,
peremeszat'_frame2,,,87,87,,
perenochevat'_frame2,,,125,87,,
perenosnoj_frame1,,,137,137,,
perepisat'_frame1,,,51,69,,0
perepisat'_frame2,,,158,69,,0
pereryv_frame1,,,125,,,
pereryv_frame2,,,125,,,
peresadit'_frame1,,,137,137,,
peresadit'_frame2,,,137,137,,
peresechenie_frame1,,,14,14,,
peresechenie_frame2,,,14,14,,
peresekat'_frame1,,,14,14,,
peresekat'_frame2,,,14,14,,
perespektiva_frame1,,,15,,,
perespektiva_frame2,,,112,,,
perestrojka_frame1,,,51,51,,
perestrojka_frame2,,,51,51,,
perevarivat'_frame2,,,1,1,,
perevjazka_frame1,,,70,70,,
perevjazka_frame2,,,70,70,,
perevjazochnyj material_frame1,,,24,69,,0
perevjazochnyj material_frame2,,,24,69,,0
perevodchik_frame1,,,14,14,,
perevodchik_frame2,,,14,14,,
perevod_frame1,,,14,14,,
perevod_frame2,,,14,14,,
perevorachivat'_frame2,,,137,137,,
perimetr_frame1,,,111,111,,
perimetr_frame2,,,111,111,,
pero_frame1,,,14,111,,
pero_frame2,,,14,111,,
perpendikuljarnyj_frame2,,,14,14,,
perspektiva_frame1,,,15,,,
perspektiva_frame2,,,111,,,
peschanyj_frame1,,,137,137,,
peschanyj_frame2,,,129,129,,
pesnja_frame2,,,87,87,,
pesok_frame1,,,79,79,,
petlja_frame1,,,1,13,,
petlja_frame2,,,13,13,,
petuh_frame1,,,85,,,
pianino_frame1,,,103,104,,
piano_frame1,,,103,104,,
picca_frame2,,,111,71,,0
pigment_frame2,,,137,71,,
pik_frame1,,,69,69,,
pilon_frame2,,,78,78,,
pincet_frame2,,,111,,,
pingvin_frame1,,,71,71,,
pipetka_frame1,,,14,,,
pipetka_frame2,,,14,,,
piramida_frame2,,,71,71,,
pir_frame2,,,14,14,,
pis'mo_frame2,,,59,71,,
pisat'_frame1,,,115,,,
pit'_frame1,,,78,,,
pit'_frame2,,,78,,,
pivo_frame1,,,1,,,
pjatka_frame2,,,71,71,,
pjure_frame1,,,2,71,,
pjure_frame2,,,2,71,,
plach'_frame1,,,15,15,,
plach_frame1,,,52,52,,
plach_frame2,,,52,52,,
plakat'_frame2,,,14,14,,
plakat_frame1,,,14,14,,
plakat_frame2,,,14,14,,
plamja_frame2,,,92,92,,
planirovanie_frame1,,,33,71,,
planirovanie_frame2,,,33,71,,
planshet_frame1,,,163,71,,
planshet_frame2,,,163,71,,
plantacija_frame1,,,71,71,,
plantacija_frame2,,,87,87,,
plan_frame1,,,34,71,,
plastikovyj_frame1,,,141,141,,
plastikovyj_frame2,,,141,141,,
plastik_frame1,,,97,97,,
platit'_frame1,,,125,,,
platit'_frame2,,,1,,,
plavajuszij_frame1,,,71,71,,
plavajuszij_frame2,,,71,71,,
plecho_frame1,,,69,,,
plecho_frame2,,,69,,,
plemjannica_frame2,,,125,,,
plemjannik_frame1,,,128,,,
plemjannik_frame2,,,127,,,
pletenie; tkachestvo_frame2,,,87,87,,
plevat'_frame1,,,34,,,
plevoe delo_frame1,,,33,,0,
plevok_frame2,,,34,,,
plintus_frame1,,,109,109,,
pljazh_frame2,,,69,3,,
pljushka_frame1,,,137,137,,
pljus_frame2,,,14,14,,
plohoj_frame1,,,29,,,
plojka_frame2,,,34,,,
plomba klejmo_frame2,,,64,69,,
ploskij_frame2,,,29,,,
pobezhdat'_frame1,,,1,69,,0
pobezhdat'_frame2,,,1,69,,0
pochemu_frame2,,,14,,,
pocherk_frame1,,,14,71,,
pocherk_frame2,,,14,71,,
pochki_frame2,,,103,,,
pochta_frame1,,,41,71,,
pochta_frame2,,,41,71,,
pochtenie_frame2,,,33,33,,
pochti_frame1,,,34,,,
pochti_frame2,,,125,,,
pochva; zemlja_frame1,,,97,34,,
pochva; zemlja_frame2,,,92,34,,
pod#emnaja platforma_frame1,,,70,71,,
pod#emnaja platforma_frame2,,,70,71,,
pod#emnik; lift_frame1,,,33,33,,
pod#emnik; lift_frame2,,,33,33,,
podacha_frame1,,,71,95,,
podacha_frame2,,,71,95,,
podarok_frame1,,,24,24,,
podarok_frame2,,,24,24,,
podavlenie_frame1,,,87,3,,
podavlennyj_frame1,,,87,,,
podavlennyj_frame2,,,87,,,
podavljat'_frame1,,,85,85,,
podavljat'_frame2,,,137,137,,
podborodok_frame2,,,14,,,
podbrasyvat'_frame2,,,1,,,
podcherkivat'_frame1,,,13,,,
podcherkivat'_frame2,,,13,,,
podchinenie_frame2,,,70,71,,
podchinjat'sja_frame1,,,70,71,,
podchinjat'sja_frame2,,,70,71,,
podchyorkivanie_frame1,,,14,71,,
podchyorkivanie_frame2,,,14,71,,
podderzhivat'_frame1,,,7,7,,
podderzhka_frame1,,,87,87,,
podgotovka_frame1,,,15,15,,
podhalimnichat'_frame2,,,144,,,
podhodit'_frame2,,,14,14,,
podhodjaszij_frame1,,,14,14,,
podhodjaszij_frame2,,,14,14,,
podhod_frame1,,,71,71,,
podhod_frame2,,,71,71,,
podkreplenie _frame1,,,76,,,
podkreplenie _frame2,,,76,69,,
podlec_frame2,,,13,,,
podlinichat'_frame1,,,13,,,
podlinnik_frame1,,,14,14,,
podlinnik_frame2,,,14,14,,
podmigivanie_frame1,,,51,,,
podmigivanie_frame2,,,34,,,
podmyshka_frame1,,,71,69,,
podnimat'sja_frame2,,,59,,,
podnimat'_frame1,,,71,71,,
podnjatie brovej_frame2,,,21,21,,
podnos_frame1,,,141,141,,
podnos_frame2,,,141,141,,
podpis'_frame1,,,141,69,,
podpis'_frame2,,,141,69,,
podpisyvat'sja_frame2,,,141,69,,
podpravit'_frame1,,,34,33,,
podrazdelenie_frame2,,,69,69,,
podrazhanie_frame2,,,14,14,,
podrezka derev'ev_frame2,,,87,,,
podrobnyj_frame2,,,144,144,,
podrostok_frame1,,,11,,,
podrubka_frame1,,,71,71,,
podrubka_frame2,,,71,71,,
podryvat'_frame1,,,119,119,,
podryvat'_frame2,,,119,119,,
podskok_frame1,,,59,69,,
podskok_frame2,,,59,69,,
podskol'znut'sja_frame2,,,69,71,,
podtjazhki_frame1,,,24,24,,
podtjazhki_frame2,,,24,24,,
podtverzhdat'_frame1,,,2,71,,
podtverzhdat'_frame2,,,2,71,,
podushka_frame1,,,87,87,,
podushka_frame2,,,87,87,,
podveshivat'_frame1,,,14,14,,
podveshivat'_frame2,,,21,21,,
podveska_frame2,,,21,21,,
podvodnaja lodka_frame2,,,14,69,,
pod_frame2,,,69,69,,
poehzija_frame1,,,109,69,,
poehzija_frame2,,,109,69,,
poezdom_frame1,,,34,34,,
poezd_frame1,,,34,71,,
pogreb_frame2,,,69,69,,
pogremushka_frame2,,,25,,,
pohodka_frame2,,,71,71,,
pohod_frame1,,,15,,,
pohod_frame2,,,15,,,
pohorony_frame2,,,141,141,,
pohozhe_frame1,,,13,13,,
pohozhe_frame2,,,13,13,,
pohozhij_frame1,,,13,13,,
pohvala_frame1,,,3,71,,
pohvala_frame2,,,3,71,,
pojavljat'sja_frame1,,,14,69,,
pojavljat'sja_frame2,,,14,69,,
pokajanie_frame1,,,14,14,,
pokajanie_frame2,,,14,14,,
pokajannyj_frame1,,,1,1,,
pokazyvat'_frame1,,,71,71,,
pokidat'_frame1,,,3,69,,
poklonenie_frame1,,,1,1,,
poklonenie_frame2,,,1,1,,
poklonit'sja_frame2,,,80,,,
pokolenie_frame1,,,14,14,,
pokolenie_frame2,,,14,14,,
pokorjat'_frame2,,,69,69,,
pokupat'_frame2,,,76,71,,
pokupka_frame2,,,141,69,,
pol'sha_frame1,,,71,,,
pol'sha_frame2,,,71,,,
polagat'_frame1,,,71,71,,
polagat'_frame2,,,71,71,,
polet_frame2,,,68,,,
poleznyj_frame2,,,75,,,
polka_frame2,,,69,69,,
polnost'ju_frame1,,,71,70,,
polnyj_frame2,,,71,70,,
polotence_frame1,,,71,71,,
polotence_frame2,,,71,71,,
polovina_frame1,,,14,14,,
polovina_frame2,,,14,14,,
polozhitel'nyj zarjad_frame1,,,14,14,,
polozhitel'nyj zarjad_frame2,,,14,14,,
polozhitel'nyj_frame2,,,14,14,,
poluchat' vygodu_frame1,,,144,,,
polumesjac_frame1,,,14,,,
polumesjac_frame2,,,14,,,
polzat'_frame2,,,87,87,,
pol_frame2,,,70,70,,
pomes'_frame1,,,86,86,,
pomes'_frame2,,,86,86,,
pometka_frame1,,,141,71,,
pometka_frame2,,,141,71,,
pomidor_frame2,,,97,97,,
pomogat'_frame1,,,71,71,,
pomosz'_frame1,,,71,71,,
ponedel'nik_frame2,,,113,,,
ponimanie_frame1,,,14,,,
ponimat' nepravil'no_frame1,,,21,,,
ponimat' nepravil'no_frame2,,,21,,,
ponimat'_frame1,,,14,,,
ponjat'_frame1,,,87,71,,
ponjatie_frame1,,,73,,,
ponjatyj_frame1,,,14,14,,
ponjatyj_frame2,,,87,87,,
poperek_frame2,,,69,69,,
poplavok_frame2,,,14,,,
popravit'sja_frame1,,,91,91,,
popravka_frame1,,,111,13,,
popravka_frame2,,,111,13,,
popugaj_frame1,,,115,,,
popugaj_frame2,,,115,,,
populjarnyj_frame1,,,68,,,
populjarnyj_frame2,,,87,,,
popytka_frame1,,,3,,,
porez_frame1,,,14,69,,
porjadok_frame1,,,69,69,,
porjadok_frame2,,,69,69,,
poroshok_frame2,,,115,,,
porshen'_frame1,,,136,136,,
porshen'_frame2,,,136,136,,
portit'_frame1,,,75,87,,
portvejn_frame1,,,21,,,
poruchat'_frame1,,,1,69,,
poruchat'_frame2,,,1,69,,
poseszaemost'_frame1,,,59,1,,
poseszat'_frame2,,,59,1,,
poslanie_frame2,,,14,69,,
poslednij_frame1,,,14,69,,
posledovatel'nost'_frame1,,,71,71,,
posledovatel'nost'_frame2,,,71,71,,
posledovatel'no_frame1,,,14,14,,
posledstvie_frame1,,,76,71,,
posledstvie_frame2,,,76,71,,
posle_frame1,,,69,,,
poslushnyj_frame1,,,34,34,,
poslushnyj_frame2,,,34,34,,
posol_frame2,,,152,,,
postavljat'_frame1,,,96,69,,
postavljat'_frame2,,,96,69,,
postepenno_frame2,,,71,69,,
postepennyj_frame2,,,71,69,,
postojannyj_frame1,,,87,71,,
postukivat'_frame1,,,152,87,,
post_frame1,,,14,71,,
post_frame2,,,14,71,,
posvjaszat'_frame1,,,30,30,,
posvjaszat'_frame2,,,30,30,,
posylat'_frame1,,,78,69,,0
posylat'_frame2,,,78,69,,0
posylka_frame1,,,71,71,,
posylka_frame2,,,71,71,,
potencial_frame1,,,3,69,,
potencial_frame2,,,3,69,,
poterja_frame1,,,34,34,,
potet'_frame2,,,87,87,,
potok_frame1,,,87,87,,
potok_frame2,,,87,87,,
potomu chto_frame1,,,13,,,
potom_frame2,,,70,,0,
potreblenie_frame2,,,162,162,,
potrebljat'_frame1,,,91,91,,
potrjasajuszij_frame2,,,2,2,,
pot_frame1,,,71,71,,
povedenie_frame2,,,69,69,,
poverhnost'_frame1,,,69,69,,
poverhnost'_frame2,,,69,69,,
povorot napravo_frame2,,,91,,0,
povorot_frame1,,,71,,,
povorot_frame2,,,71,,,
povrezhdennyj_frame1,,,87,69,,
povrezhdennyj_frame2,,,2,69,,
povtorjajuszijsja_frame1,,,14,14,,
povtorjajuszijsja_frame2,,,14,14,,
povtorjat'_frame1,,,137,69,,
pozdno_frame1,,,71,69,0,0
pozdravljat'_frame1,,,75,75,,
pozdravljat'_frame2,,,75,75,,
pozhiloj_frame1,,,1,1,,
pozhiloj_frame2,,,1,1,,
pozicija_frame1,,,87,87,,
pozicija_frame2,,,87,87,,
pozicionirovanie_frame1,,,2,69,,
pozicionirovanie_frame2,,,2,69,,
poznanie_frame2,,,144,69,,
pozvoljat'_frame1,,,144,144,,
pozvoljat'_frame2,,,144,144,,
pozvonochnik_frame1,,,13,,,
pozvonochnik_frame2,,,21,,,
praktikovat'_frame1,,,69,69,0,0
praktikovat'_frame2,,,69,69,0,0
pravda_frame2,,,144,,,
pravil'nyj_frame1,,,144,144,,
pravila_frame1,,,51,51,,
pravila_frame2,,,51,51,,
pravitel'stvo_frame1,,,24,24,,
pravo_frame1,,,1,1,,
pravo_frame2,,,1,1,,
pravsha_frame2,,,71,,0,
pravyj_frame2,,,76,,0,
predannost'_frame1,,,125,125,,
predavat'_frame2,,,70,,,
predlagat'_frame2,,,91,91,0,0
predmet interesov_frame1,,,111,111,,
predmet interesov_frame2,,,111,111,,
predmet_frame1,,,97,97,,
predmet_frame2,,,97,97,,
prednaznachat'_frame2,,,111,,,
predostavlenie_frame1,,,141,141,,
predostavlenie_frame2,,,141,141,,
predotvraszat'_frame2,,,34,34,,
predotvraszenie_frame1,,,34,34,,
predotvraszenie_frame2,,,34,34,,
predpochtitel'no_frame1,,,111,111,,
predpochtitel'no_frame2,,,111,111,,
predpolagat'_frame2,,,71,,,
predsedatel'_frame1,,,96,96,,
predskazyvat'_frame2,,,69,,,
predstavitel'_frame1,,,1,71,,
predstavitel'_frame2,,,1,71,,
predstavlenie_frame1,,,69,71,,
predstavlenie_frame2,,,69,71,,
predstavljat'_frame2,,,75,75,,
predstojaszij_frame2,,,69,,,
preduprezhdat'_frame1,,,14,,,
preduprezhdat'_frame2,,,21,,,
predyduszij_frame1,,,75,75,,
predyduszij_frame2,,,75,75,,
pregrada_frame2,,,14,14,,
preimuszestvo_frame1,,,144,,,
preimuszestvo_frame2,,,144,,,
preklonjat' koleni_frame2,,,64,87,,
prekraszat'_frame1,,,34,34,,
premija_frame2,,,71,71,,
preobrazhenie_frame1,,,14,14,,
preobrazhenie_frame2,,,14,14,,
prepjatstvie_frame1,,,71,71,,
prepjatstvie_frame2,,,71,71,,
prepodavanie_frame1,,,111,111,,
prepodavanie_frame2,,,111,111,,
preryvat'_frame2,,,34,34,,
preryvistyj_frame1,,,71,71,,
preryvistyj_frame2,,,71,71,,
pressa_frame2,,,1,71,,
prestupat'_frame1,,,75,75,,
prestupat'_frame2,,,75,75,,
prestuplenie _frame1,,,2,2,,
prestuplenie_frame1,,,2,2,,
preterpevat'_frame1,,,87,,,
preterpevat'_frame2,,,87,,,
preuspevat'_frame1,,,87,87,,
preuvelichivat'_frame1,,,30,30,,
preuvelichivat'_frame2,,,30,30,,
prevoshodnyj_frame1,,,144,144,,
prezentacija PowerPoint_frame1,,,3,69,,0
prezentacija_frame2,,,71,71,,
prezervativ_frame2,,,58,58,,
prezident_frame1,,,38,,,
prezident_frame2,,,38,,,
prezrenie_frame2,,,87,,,
pribavlenie_frame2,,,141,69,,
pribezhisze_frame1,,,141,69,,
pribezhisze_frame2,,,141,69,,
priblizhennyj_frame1,,,75,75,,
priblizhennyj_frame2,,,75,75,,
priblizitel'nost'_frame2,,,51,,,
priblizitel'no_frame2,,,55,,,
priblizitel'nyj_frame2,,,51,,,
pribyl'_frame2,,,152,,,
pribytie_frame2,,,71,71,,
pribyvat'_frame2,,,111,,,
prichina_frame2,,,155,155,,
priderzhivat'_frame2,,,2,2,,
pridurok_frame2,,,34,,,
priem_frame1,,,96,96,,
priglashat'_frame1,,,71,71,0,0
priglashat'_frame2,,,71,71,0,0
priglashenie_frame1,,,69,69,0,0
priglashenie_frame2,,,69,69,0,0
prihodit'_frame1,,,38,,,
prihodit'_frame2,,,38,,,
prijatel'_frame1,,,155,,,
prikasanie_frame1,,,69,69,,
prikasanie_frame2,,,69,69,,
prikazat'_frame2,,,69,,,
prikazyvat'_frame2,,,71,69,,
prikladyvat'_frame1,,,71,71,,
prikljuchenie_frame1,,,129,129,,
prikljuchenie_frame2,,,129,129,,
prilichnyj_frame1,,,15,,,
prilichnyj_frame2,,,15,,,
prilipanie_frame1,,,163,,,
prilozhenie_frame2,,,38,71,,
primenenie_frame2,,,152,,,
primer; obrazec_frame1,,,1,71,,0
primerka_frame1,,,152,152,,
primer_frame1,,,71,71,,
primer_frame2,,,71,71,,
primirenie_frame1,,,78,78,,
primirenie_frame2,,,78,78,,
prinadlezhat'_frame2,,,73,,,
princip_frame1,,,144,69,,
prinimajuszij uchastie_frame1,,,3,71,,
prinimat'_frame1,,,87,87,,
prinjatie_frame1,,,87,87,,
prinjatie_frame2,,,2,2,,
prinosit'_frame1,,,24,24,,
printer_frame1,,,95,71,,
printer_frame2,,,95,71,,
prinuzhdat'_frame2,,,14,71,,
prinuzhdenie_frame1,,,14,,,
prinuzhdenie_frame2,,,14,,,
priobretat'_frame2,,,7,69,,
priobretennyj_frame2,,,137,69,,
priostanovit'sja_frame1,,,1,1,,
priostanovit'sja_frame2,,,1,1,,
pripusk_frame1,,,71,71,,
pripusk_frame2,,,71,71,,
priroda_frame1,,,69,69,,
